bootstrap_elapsed_seconds_sum,estimator_elapsed_seconds_sum,group_count,jackknife_elapsed_seconds_sum,published_reduction_staging_logical_bytes,published_shard_staging_logical_bytes,reduction_elapsed_seconds_sum,release_label,root,settled_release_bytes_before_summary_marker,shard_count
92.22480794927105,3519.4074404057174,42,1.2990939621813595,599874198,634071794,2.526313178241253,Batch A: 2-point p=2,/lustre/orion/ast207/proj-shared/dfielding/Production_plm/phase4/batch_a_2point_primary_20260531T154117Z,1234741220,168
91.17227132892003,3554.1722963266075,42,1.4256608428549953,588008599,614011821,2.482618181791622,all21: labeled 3-point p=2,/lustre/orion/ast207/proj-shared/dfielding/Production_plm/phase4/batch_a2_3point_all21_primary_20260601T153832Z,1203141489,168
526.8550932264188,4739.361247574503,42,8.032726201054174,3597655895,3770674403,11.504162597062532,all21 Batch B: 2-point p=1..6,/lustre/orion/ast207/proj-shared/dfielding/Production_plm/phase4/batch_b_all21_extension_primary_20260602T005633Z,7370865093,168
