conditioning_factor,cube_id,direction,ell_cells,pair_local_accepted_measurements,pair_local_curve_value,pair_local_over_subvolume_mean,q_name,representative_cube,subvolume_mean_accepted_measurements,subvolume_mean_curve_value,supported_comparison
1.293955030011799,L640_sub00370,lambda,62.96824596572466,2389,0.04107484917777113,0.7728243847785664,u,True,2555,0.053149007700552954,True
1.3113791919202755,L640_sub00370,lambda,66.97014260101288,2460,0.04402556200162235,0.762555945802131,u,True,2505,0.05773420592152351,True
1.1890353734837846,L640_sub00370,lambda,71.21446482281532,2574,0.047802075143003164,0.8410178723868196,u,True,2544,0.05683835827096071,True
1.2239995887557733,L640_sub00370,lambda,75.95887044973747,2474,0.048921431788574214,0.8169937385489855,u,True,2410,0.05987981239055845,True
1.196714782485248,L640_sub00370,lambda,80.96141056083448,2475,0.053719412008446675,0.8356209972799656,u,True,2560,0.06428681445692368,True
1.2253556812036677,L640_sub00370,lambda,86.20614827261453,2519,0.05546165656507699,0.8160895773688333,u,True,2505,0.06796025596098379,True
1.1357724240538492,L640_sub00370,lambda,91.95107394696377,2420,0.057709639648423905,0.8804580731329572,u,True,2440,0.06554501731476454,True
1.1269830302466675,L640_sub00370,lambda,97.95407086997457,2403,0.05844569798729122,0.8873248071722303,u,True,2469,0.06586730982259902,True
1.134333472021539,L640_sub00370,lambda,104.19932821280567,2476,0.058131707591857734,0.8815749730261083,u,True,2503,0.06594074170721284,True
1.1510351145046567,L640_sub00370,lambda,110.94480609744649,2433,0.06599078823140314,0.8687832259838102,u,True,2455,0.07595771448818567,True
1.0974033006448034,L640_sub00370,lambda,117.94808179873041,2389,0.06622184254358846,0.9112420196043042,u,True,2473,0.07267206858211443,True
1.1191465815027548,L640_sub00370,lambda,125.193849689192,2311,0.06436280102388972,0.8935380016594712,u,True,2344,0.07203140874182819,True
1.1495046675744036,L640_sub00370,lambda,133.18220601867202,2316,0.06896629467519858,0.8699399212620189,u,True,2321,0.0792770776344525,True
1.1530109149485739,L640_sub00370,lambda,141.92867927237256,2373,0.07042996102373984,0.8672944783394366,u,True,2433,0.08120651379977468,True
1.11230416859124,L640_sub00370,lambda,151.17539482336403,2394,0.07789955277419346,0.8990346599766178,u,True,2438,0.08664799728212867,True
1.1744667562372386,L640_sub00370,lambda,160.92234151913152,2470,0.07933919447139183,0.8514502387481823,u,True,2536,0.09318124637329102,True
1.1576852737536647,L640_sub00370,lambda,171.1695066301238,2474,0.08199186034128296,0.8637926236701726,u,True,2486,0.0949207692847704,True
1.1450573035133875,L640_sub00370,lambda,182.15927096911648,2386,0.0855114645549806,0.8733187386619803,u,True,2472,0.0979155270228067,True
1.1708715358120256,L640_sub00370,lambda,194.14942698859556,2523,0.08540574645465825,0.854064659883014,u,True,2534,0.09999915751853816,True
1.165708704837975,L640_sub00370,lambda,206.89792169086667,2467,0.09021084952239707,0.8578472442126892,u,True,2527,0.10515957255908694,True
1.0985078164863267,L640_sub00370,lambda,220.14654210320907,2445,0.098519031107083,0.9103257937650253,u,True,2601,0.10822392574379024,True
1.1257391488070365,L640_sub00370,lambda,234.13777995018233,2523,0.09746834630116484,0.8883052535391665,u,True,2682,0.10972393320070277,True
1.1443224025862633,L640_sub00370,lambda,249.1294844051984,2472,0.10852033749132561,0.8738795969911253,u,True,2755,0.12418225332754587,True
1.1406269143889087,L640_sub00370,lambda,265.12167018182424,2593,0.11574986885908767,0.876710857323361,u,True,2829,0.132027415757662,True
1.165066430580794,L640_sub00370,lambda,282.35660077285246,2506,0.12219944589901521,0.8583201556167855,u,True,2727,0.1423704722525165,True
1.176023492956338,L640_sub00370,lambda,300.85004570383563,2517,0.13001979854397405,0.8503231491457346,u,True,2707,0.15290633763716377,True
1.30337195563965,L640_sub00370,lambda,315.46037786067524,1539,0.14595458452500618,0.7672406910959155,u,True,1828,0.1902331122669299,True
1.4371331755793437,L640_sub02822,parallel,33.98529093593286,2355,0.004578391802928523,0.6958297372801762,B,False,4096,0.006579758750789105,True
1.5562827114748137,L640_sub02822,parallel,35.98610843089316,2280,0.004728483086139337,0.6425567749527645,B,False,4096,0.007358856478459723,True
1.533779251687298,L640_sub02822,parallel,38.22956970723055,2406,0.005078230947333404,0.6519843053685257,B,False,4096,0.007788885262296306,True
1.2317965051081774,L640_sub02822,parallel,40.7308237088326,2331,0.006474505890494652,0.811822403987239,B,False,4096,0.007975273728213621,True
1.4259357822010528,L640_sub02822,parallel,43.23193264243457,2368,0.006038610885107438,0.7012938538202718,B,False,4096,0.008610671335863466,True
1.1959480637947109,L640_sub02822,parallel,45.97553697348189,2317,0.007867209626442159,0.8361567113767692,B,False,4096,0.00940877412021061,True
1.3285947168570118,L640_sub02822,parallel,48.977035434987286,2344,0.007686527860327538,0.7526749785409719,B,False,4096,0.010212280306205399,True
1.3659336611730442,L640_sub02822,parallel,52.22068555658763,2392,0.006878287901824183,0.7320999755882832,B,False,4096,0.009395284976340963,True
