B_mean,B_mean_sq_over_B2_mean,B_rms,accepted_measurements,actual_shell_center_cells,cube_id,dBB,deltaB,deltaB_sq_over_B2_mean,direction,p_value,pre_wedge_shell_exclusion_total,pre_wedge_shell_exclusions,q_name,raw_moment_S_p_perpendicular,requested_ell_cells,rooted_amplitude_A_p_perpendicular,supported_rooted_amplitude
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.05897013454379535,32.0,0.05897013454379535,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.09724800079002528,64.0,0.09724800079002528,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.13602121117303628,128.0,0.13602121117303628,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1339,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.08809286044587146,32.0,0.08809286044587146,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1333,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.12008029140418236,64.0,0.12008029140418236,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1251,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.1642366271280286,128.0,0.1642366271280286,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2542,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.1473040995899587,32.0,0.1473040995899587,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.18465689033668733,64.0,0.18465689033668733,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2718,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.23002045788581435,128.0,0.23002045788581435,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.0508011240035382,32.0,0.0508011240035382,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.08131339335187804,64.0,0.08131339335187804,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.11512848440162751,128.0,0.11512848440162751,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1489,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.08062390241630758,32.0,0.08062390241630758,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.10612062041464222,64.0,0.10612062041464222,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1616,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.14363313122279162,128.0,0.14363313122279162,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2620,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.12718614986283688,32.0,0.12718614986283688,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2389,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.1604535503523925,64.0,0.1604535503523925,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2311,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,1.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.20026642768107775,128.0,0.20026642768107775,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.0064866383232050715,32.0,0.08053966925189768,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.015443514178817279,64.0,0.12427193640889836,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.026850719409470248,128.0,0.16386189126660977,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1339,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.01238071868754087,32.0,0.11126867792663338,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1333,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.021112707346220446,64.0,0.14530212436926188,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1251,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.040322058042141846,128.0,0.20080353095038406,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2542,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.0358242265529606,32.0,0.18927288911241516,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.053737896531458086,64.0,0.2318143579061877,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2718,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.07370914234395516,128.0,0.27149427681620686,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.004576370719974399,32.0,0.06764887818710964,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.011402422890835165,64.0,0.1067821281434078,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.020084453021407378,128.0,0.1417196282150337,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1489,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.010418136263598738,32.0,0.10206927188727632,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.016663827927990385,64.0,0.1290884500177703,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1616,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.030534907246671524,128.0,0.17474240254349122,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2620,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.0264188306730693,32.0,0.16253870515378574,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2389,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.04107484917777113,64.0,0.20266930990599225,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2311,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,2.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.06436280102388972,128.0,0.2536982479716597,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.0011791963704909246,32.0,0.10564818601508817,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.003588640067770734,64.0,0.15310050877768933,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.006976878900045076,128.0,0.19108227132933742,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1339,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.002686193086958028,32.0,0.13900990366365842,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1333,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.004893815462377806,64.0,0.16977843641452167,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1251,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.0131828934503748,128.0,0.23623101392023838,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2542,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.012028661144596609,32.0,0.22912497481356828,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.020945377208154828,64.0,0.27565300336596704,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2718,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",B,0.0287795035846918,128.0,0.30645103997647677,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1439,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.000609419463073243,32.0,0.0847823480242856,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1393,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.0023800156106385606,64.0,0.13351393684569324,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1460,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,parallel,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.004623695968327364,128.0,0.16659543228935805,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1489,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.0019800201495987864,32.0,0.12557114952248952,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1570,62.96824596572466,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.003465981521673729,64.0,0.1513359408196508,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,1616,125.193849689192,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,xi,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.008672315992005956,128.0,0.20545262664039224,True
0.9195855259895325,0.8785194754600525,0.9811071157455444,2620,31.984371183438952,L640_sub00370,0.3718584179878235,0.34195560216903687,0.12148050963878632,lambda,3.0,0,"{""invalid_B"": 0, ""invalid_q"": 0, ""weak_B_direction"": 0, ""weak_q_perp_for_phi"": 0, ""weak_r_perp_for_phi"": 0}",u,0.007499132555514316,32.0,0.1957358352555998,True
